id,category,category_slug,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,points,time_limit,explanation,tags
cmr-0485,Cameroun,cameroun,challenge,Quel est le chef-lieu du departement du Haut-Nkam ?,Dschang,Mundemba,Bafang,Wum,C,300,30,"Bafang est le chef-lieu du Haut-Nkam, dans la region : Ouest.","cameroun,geographie,departements"
cmr-0486,Cameroun,cameroun,moyen,De quelle ville camerounaise le club de football Renaissance FC est-il originaire ?,Ngoumou,Bamenda,Melong,Yaounde,A,200,25,"Renaissance FC est base a Ngoumou, dans la region : Le Centre.","cameroun,sport"
cmr-0487,Cameroun,cameroun,facile,Le Cameroun partage-t-il une frontiere terrestre avec le Nigeria ?,Oui,"Non, il en est separe par un ocean","Non, ce pays n'existe pas en Afrique","Non, il en est separe par un autre pays",A,100,20,Le Nigeria est bien un voisin du Cameroun (a l'ouest et au nord-ouest).,"cameroun,geographie,frontieres"
cmr-0488,Cameroun,cameroun,moyen,Comment s'appelle la grande fete traditionnelle du peuple Sawa a Douala ?,Le Fet'Afrik,Le Ngondo,Le Nguon,Le Medumba,B,200,25,Le Ngondo se tient chaque annee au bord du Wouri.,"cameroun,culture"
cmr-0489,Cameroun,cameroun,facile,Quel plateau occupe le centre de la region de l'Adamaoua ?,Le plateau du Mbam,Le plateau de l'Adamaoua,Le plateau de l'Ocean,Le plateau Bamileke,B,100,20,"Le chateau d'eau du Cameroun, ou naissent plusieurs fleuves.","cameroun,geographie"
cmr-0490,Cameroun,cameroun,challenge,Quelle entreprise camerounaise correspond a cette description : un distributeur de produits petroliers ?,Tradex,le PAK,Nexttel,Orange Cameroun,A,300,30,Il s'agit de Tradex.,"cameroun,economie,entreprises"
cmr-0491,Cameroun,cameroun,facile,Quelle personnalite camerounaise est connue pour avoir remporte quatre fois le Ballon d'or africain avant de presider la FECAFOOT ?,Samuel Eto'o,Tala Andre Marie,Marc-Vivien Foe,Arthur Zang,A,100,20,Il s'agit de Samuel Eto'o.,"cameroun,personnalites"
cmr-0492,Cameroun,cameroun,challenge,Quel est le chef-lieu du departement du Dja-et-Lobo ?,Kumba,Fundong,Sangmelima,Meiganga,C,300,30,"Sangmelima est le chef-lieu du Dja-et-Lobo, dans la region : Sud.","cameroun,geographie,departements"
cmr-0493,Cameroun,cameroun,challenge,Quel est l'ingredient principal utilise pour preparer le nnam owondo ?,la pate d'arachide cuite en feuilles,le manioc trempe,les feuilles de gnetum,les feuilles d'eru et le waterleaf,A,300,30,Le nnam owondo se prepare avec la pate d'arachide cuite en feuilles.,"cameroun,gastronomie"
cmr-0494,Cameroun,cameroun,moyen,Quelle autoroute a ete construite pour relier Douala a Yaounde par phases ?,L'autoroute Yaounde-Douala,L'autoroute Kribi-Ebolowa,L'autoroute Bamenda-Bafoussam,L'autoroute Garoua-Maroua,A,200,25,Le premier troncon relie Yaounde a Boumnyebel.,"cameroun,economie"
cmr-0495,Cameroun,cameroun,moyen,De quelle ville camerounaise le club de football Aigle Royal est-il originaire ?,Melong,Mbouda,Dschang,Limbe,C,200,25,"Aigle Royal est base a Dschang, dans la region : L'Ouest.","cameroun,sport"
cmr-0496,Cameroun,cameroun,moyen,Dans quel domaine Mongo Beti s'est-il ou s'est-elle illustre(e) ?,La politique,Le football,La litterature,La lutte contre la colonisation,C,200,25,Mongo Beti est connu(e) pour avoir ecrit Le Pauvre Christ de Bomba et Ville cruelle.,"cameroun,personnalites"
cmr-0497,Cameroun,cameroun,facile,La ville de Douala est batie sur l'estuaire de quel fleuve ?,La Sanaga,Le Mungo,Le Wouri,Le Nyong,C,100,20,Le pont sur le Wouri est un symbole de Douala.,"cameroun,geographie"
cmr-0498,Cameroun,cameroun,challenge,Quelle affirmation est exacte a propos du the au Cameroun ?,"En resume, les plantations de Djuttitsa et Ndu sont connues","En resume, il alimente l'industrie de l'huile de palme","En resume, il accompagne de nombreux plats camerounais","En resume, il sert a preparer bobolo, gari et miondo",A,300,30,Pour le the : les plantations de Djuttitsa et Ndu sont connues.,"cameroun,economie,agriculture"
cmr-0499,Cameroun,cameroun,moyen,Quel est l'ingredient principal utilise pour preparer le kondre ?,les feuilles de manioc pilees,la banane plantain et la viande,les feuilles de gnetum,la chevre et la banane plantain,B,200,25,Le kondre se prepare avec la banane plantain et la viande.,"cameroun,gastronomie"
cmr-0500,Cameroun,cameroun,moyen,Le departement du Mifi appartient a quelle region ?,Sud,Est,Ouest,Adamaoua,C,200,25,Le Mifi se situe dans la region : Ouest.,"cameroun,geographie,departements"
cmr-0501,Cameroun,cameroun,challenge,Quel capital social minimum le droit OHADA exige-t-il pour une SARL ?,10 000 000 FCFA obligatoires,50 000 000 FCFA obligatoires,"Il est librement fixe par les statuts dans plusieurs Etats, souvent 100 000 FCFA",Aucun statut n'est requis,C,300,30,La reforme a assoupli le capital minimum de la SARL.,"cameroun,economie"
cmr-0502,Cameroun,cameroun,moyen,Combien de departements compte la region : Extreme-Nord ?,5,6,9,7,B,200,25,La region : Extreme-Nord compte 6 departements.,"cameroun,geographie,regions"
cmr-0503,Cameroun,cameroun,facile,Quelle est la capitale politique du Cameroun ?,Douala,Garoua,Yaounde,Bafoussam,C,100,20,"Yaounde est la capitale politique, Douala la capitale economique.","cameroun,geographie"
cmr-0504,Cameroun,cameroun,challenge,Quel surnom populaire designe la ville de Bamenda ?,La cite des arts,Ngola,Abakwa,La perle du Sud,C,300,30,Abakwa est le surnom familier de Bamenda.,"cameroun,divers"
cmr-0505,Cameroun,cameroun,moyen,De quelle region du Cameroun le kondre est-il originaire ou le plus consomme ?,L'Ouest,Le Sud-Ouest,L'Est,Le Centre,A,200,25,Le kondre est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0506,Cameroun,cameroun,challenge,Dans quel domaine Joseph-Antoine Bell s'est-il ou s'est-elle illustre(e) ?,Les affaires et l'entrepreneuriat,Le football,La lutte contre la colonisation,Le cinema,B,300,30,Joseph-Antoine Bell est connu(e) pour avoir garde les buts des Lions Indomptables puis commente le football.,"cameroun,personnalites"
cmr-0507,Cameroun,cameroun,moyen,Dans quelle region du Cameroun les Eton sont-ils principalement etablis ?,Le Sud-Ouest,Le Littoral,Le Centre,L'Ouest,C,200,25,Les Eton vivent principalement dans cette region.,"cameroun,peuples,langues"
cmr-0508,Cameroun,cameroun,facile,Quelle langue est enseignee comme seconde langue officielle dans les ecoles francophones ?,L'espagnol,L'anglais,L'allemand,Le chinois,B,100,20,Le bilinguisme est encourage dans le systeme educatif.,"cameroun,divers"
cmr-0509,Cameroun,cameroun,facile,Quel document social une entreprise camerounaise doit-elle etablir pour ses salaries chaque mois ?,Le compte de resultat,Le bulletin de paie,Le rapport d'audit,Le bilan comptable,B,100,20,Le bulletin de paie accompagne le versement du salaire.,"cameroun,economie"
cmr-0510,Cameroun,cameroun,challenge,Dans quel secteur d'activite intervient Fokou ?,La distribution et la quincaillerie,La protection sociale,Les hydrocarbures,Le coton,A,300,30,Fokou est un grand groupe de distribution camerounais.,"cameroun,economie,entreprises"
cmr-0511,Cameroun,cameroun,challenge,Quel explorateur allemand a signe le traite de protectorat de 1884 avec les rois douala ?,Heinrich Barth,Carl Peters,Gustav Nachtigal,Otto von Bismarck,C,300,30,Gustav Nachtigal representait l'Empire allemand.,"cameroun,histoire"
cmr-0512,Cameroun,cameroun,challenge,Dans quel domaine Grace Decca s'est-il ou s'est-elle illustre(e) ?,La musique,La politique,La technologie,Le football,A,300,30,Grace Decca est connu(e) pour etre une chanteuse de makossa de la famille Decca.,"cameroun,personnalites"
cmr-0513,Cameroun,cameroun,facile,Qui a ete le premier president de la Republique du Cameroun ?,Paul Biya,John Ngu Foncha,Ahmadou Ahidjo,Ruben Um Nyobe,C,100,20,Ahmadou Ahidjo a dirige le pays de 1960 a 1982.,"cameroun,histoire"
cmr-0514,Cameroun,cameroun,moyen,Dans quel secteur d'activite intervient Dangote Cement Cameroun ?,Le ciment,Les hydrocarbures,L'eau potable,Le transfert d'argent,A,200,25,Dangote Cement Cameroun est une cimenterie du groupe nigerian Dangote a Douala.,"cameroun,economie,entreprises"
cmr-0515,Cameroun,cameroun,moyen,Comment appelle-t-on la fete traditionnelle des Bamoun celebree a Foumban ?,Le Fete du Mbaya,Le Ngondo,Le Medumba,Le Nguon,D,200,25,Le Nguon est inscrit au patrimoine immateriel de l'UNESCO.,"cameroun,culture"
cmr-0516,Cameroun,cameroun,challenge,Quelle ecole de commerce publique est rattachee a l'Universite de Douala ?,L'ENSP,L'ESSEC de Douala,L'IRIC,L'ENAM,B,300,30,L'ESSEC de Douala forme aux metiers de la gestion.,"cameroun,culture"
cmr-0517,Cameroun,cameroun,moyen,Quelle entreprise camerounaise correspond a cette description : la societe de developpement du coton dans le Nord ?,la SODECOTON,la MAGZI,les Brasseries du Cameroun,le PAK,A,200,25,Il s'agit de la SODECOTON.,"cameroun,economie,entreprises"
cmr-0518,Cameroun,cameroun,facile,Combien de regions compte le Cameroun ?,8,10,12,14,B,100,20,Le Cameroun est decoupe en 10 regions depuis 2008.,"cameroun,geographie,regions"
cmr-0519,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Batcham ?,Adamaoua,Centre,Ouest,Sud,C,200,25,Batcham est situee dans la region : Ouest.,"cameroun,geographie,villes"
cmr-0520,Cameroun,cameroun,moyen,Quelle personnalite camerounaise est connue pour avoir recu le Grand Prix du roman de l'Academie francaise ?,Dina Bell,Paul Biya,Calixthe Beyala,Rudolf Douala Manga Bell,C,200,25,Il s'agit de Calixthe Beyala.,"cameroun,personnalites"
cmr-0521,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour diriger une entreprise majeure de negoce du cacao ?,Alexandre Song,Kate Fotso,Grace Decca,Ajara Nchout,B,300,30,Il s'agit de Kate Fotso.,"cameroun,personnalites"
cmr-0522,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Loum ?,Sud,Ouest,Extreme-Nord,Littoral,D,200,25,Loum est situee dans la region : Littoral.,"cameroun,geographie,villes"
cmr-0523,Cameroun,cameroun,facile,Dans quelle partie du Cameroun le plantain est-il ou est-elle principalement cultive(e) ?,Le Littoral et le Sud-Ouest,Le Sud et l'Est,Le Grand Nord,Le Centre,B,100,20,Pour le plantain : il accompagne de nombreux plats camerounais.,"cameroun,economie,agriculture"
cmr-0524,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour avoir ete capitaine des Lionnes Indomptables ?,Christine Manie,Hortense Bewouda,Patrick Mboma,Patrice Nganang,A,300,30,Il s'agit de Christine Manie.,"cameroun,personnalites"
cmr-0525,Cameroun,cameroun,challenge,Quel est l'ingredient principal utilise pour preparer le corn chaff ?,le mais et les haricots,le taro pile et la soupe jaune,la farine de mais,le mil,A,300,30,Le corn chaff se prepare avec le mais et les haricots.,"cameroun,gastronomie"
cmr-0526,Cameroun,cameroun,moyen,"Apres la Premiere Guerre mondiale, entre quelles deux puissances le Cameroun a-t-il ete partage ?",Les Pays-Bas et la France,La Belgique et le Portugal,La France et le Royaume-Uni,L'Espagne et l'Italie,C,200,25,Le partage a suivi la defaite allemande de 1916.,"cameroun,histoire"
cmr-0527,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Garoua ?,Adamaoua,Sud-Ouest,Ouest,Nord,D,200,25,Garoua est situee dans la region : Nord.,"cameroun,geographie,villes"
cmr-0528,Cameroun,cameroun,moyen,Dans quel domaine Ruben Um Nyobe s'est-il ou s'est-elle illustre(e) ?,Le cinema,La technologie,La politique,La lutte contre la colonisation,D,200,25,Ruben Um Nyobe est connu(e) pour avoir dirige l'UPC dans le combat pour l'independance.,"cameroun,personnalites"
cmr-0529,Cameroun,cameroun,moyen,Ou se situe le Tchad par rapport au Cameroun ?,au sud,a l'ouest et au nord-ouest,au nord-est,a l'est,C,200,25,Le Tchad borde le Cameroun au nord-est.,"cameroun,geographie,frontieres"
cmr-0530,Cameroun,cameroun,facile,De quelle region du Cameroun le soya est-il originaire ou le plus consomme ?,Le Sud,Le Littoral,L'Est,Le Nord,D,100,20,Le soya est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0531,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Penja ?,Littoral,Adamaoua,Nord-Ouest,Sud,A,200,25,Penja est situee dans la region : Littoral.,"cameroun,geographie,villes"
cmr-0532,Cameroun,cameroun,facile,Quel moyen de transport urbain populaire est appele moto-taxi au Cameroun ?,L'opep,Le pousse-pousse,Le bendskin,Le clando,C,100,20,Le bendskin est le moto-taxi camerounais.,"cameroun,divers"
cmr-0533,Cameroun,cameroun,challenge,De quelle region du Cameroun le nkui est-il originaire ou le plus consomme ?,Le Littoral,L'Ouest,L'Extreme-Nord,Le Centre,B,300,30,Le nkui est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0534,Cameroun,cameroun,challenge,Quel reseau cooperatif d'epargne et de credit est tres implante dans les regions anglophones ?,Les caisses de retraite,Les Credit Unions (CamCCUL),Les banques d'affaires,Les fonds de pension europeens,B,300,30,CamCCUL federe les cooperatives d'epargne et de credit.,"cameroun,economie"
cmr-0535,Cameroun,cameroun,challenge,Quel est le chef-lieu du departement du Mayo-Kani ?,Yaounde,Tchollire,Kumbo,Kaele,D,300,30,"Kaele est le chef-lieu du Mayo-Kani, dans la region : Extreme-Nord.","cameroun,geographie,departements"
cmr-0536,Cameroun,cameroun,facile,Que designe la marque camerounaise MTN MoMo ?,Une biere,Un chocolat a tartiner,Une pate a tartiner,Un service de mobile money,D,100,20,MTN MoMo : il permet de payer et transferer de l'argent.,"cameroun,marques"
cmr-0537,Cameroun,cameroun,challenge,Dans quel domaine Solomon Tandeng Muna s'est-il ou s'est-elle illustre(e) ?,Le cinema,La technologie,La lutte contre la colonisation,La politique,D,300,30,Solomon Tandeng Muna est connu(e) pour avoir ete vice-president puis president de l'Assemblee nationale.,"cameroun,personnalites"
cmr-0538,Cameroun,cameroun,facile,Quelles sont les deux grandes religions les plus pratiquees au Cameroun ?,Le taoisme et le sikhisme,Le christianisme et l'islam,Le bouddhisme et l'hindouisme,Le judaisme et le shintoisme,B,100,20,Christianisme et islam coexistent avec les religions traditionnelles.,"cameroun,divers"
cmr-0539,Cameroun,cameroun,moyen,Le departement du Faro appartient a quelle region ?,Centre,Nord-Ouest,Sud-Ouest,Nord,D,200,25,Le Faro se situe dans la region : Nord.,"cameroun,geographie,departements"
cmr-0540,Cameroun,cameroun,moyen,Quelle boisson traditionnelle du Nord est brassee a partir du mil ?,Le matango,Le gari,Le bil-bil,Le safou,C,200,25,Le bil-bil est une biere de mil.,"cameroun,culture"
cmr-0541,Cameroun,cameroun,moyen,Quel est le principal debouche du bois camerounais ?,La fabrication de vehicules,"L'exportation, notamment vers l'Europe et l'Asie",La production de papier journal uniquement,La consommation locale uniquement,B,200,25,La filiere bois est un poste d'exportation important.,"cameroun,economie"
cmr-0542,Cameroun,cameroun,facile,Dans quel domaine Roger Milla s'est-il ou s'est-elle illustre(e) ?,La lutte contre la colonisation,La politique,La mode,Le football,D,100,20,Roger Milla est connu(e) pour avoir marque quatre buts a la Coupe du monde 1990 avec sa danse au poteau de corner.,"cameroun,personnalites"
cmr-0543,Cameroun,cameroun,moyen,"Comment appelle-t-on l'argot urbain melangeant francais, anglais et langues locales au Cameroun ?",Le nouchi,Le camfranglais,Le wolof,Le pidgin latin,B,200,25,Le camfranglais est tres present chez les jeunes urbains.,"cameroun,culture"
cmr-0544,Cameroun,cameroun,challenge,Comment s'appelait la ville de Kousseri pendant la periode coloniale francaise ?,Fort-Sibut,Fort-Lamy,Fort-Foureau,Fort-Archambault,C,300,30,Kousseri portait le nom de Fort-Foureau.,"cameroun,divers"
cmr-0545,Cameroun,cameroun,challenge,Quel est le chef-lieu du departement du Menchum ?,Bangangte,Mbengwi,Wum,Bafang,C,300,30,"Wum est le chef-lieu du Menchum, dans la region : Nord-Ouest.","cameroun,geographie,departements"
cmr-0546,Cameroun,cameroun,moyen,Le departement du Mayo-Sava appartient a quelle region ?,Extreme-Nord,Sud-Ouest,Est,Nord,A,200,25,Le Mayo-Sava se situe dans la region : Extreme-Nord.,"cameroun,geographie,departements"
cmr-0547,Cameroun,cameroun,challenge,Quel est le chef-lieu du departement du Koupe-Manengouba ?,Yaounde,Bangem,Kribi,Bertoua,B,300,30,"Bangem est le chef-lieu du Koupe-Manengouba, dans la region : Sud-Ouest.","cameroun,geographie,departements"
cmr-0548,Cameroun,cameroun,moyen,Le departement du Momo appartient a quelle region ?,Adamaoua,Sud,Nord,Nord-Ouest,D,200,25,Le Momo se situe dans la region : Nord-Ouest.,"cameroun,geographie,departements"
cmr-0549,Cameroun,cameroun,moyen,Quel est l'ingredient principal utilise pour preparer le bil-bil ?,les feuilles de gnetum,le mil fermente,les fleurs d'hibiscus,la banane plantain et la viande,B,200,25,Le bil-bil se prepare avec le mil fermente.,"cameroun,gastronomie"
cmr-0550,Cameroun,cameroun,moyen,Quelle personnalite camerounaise est connue pour avoir co-ecrit et produit Oyaho puis collabore avec Beyonce ?,Locko,John Ngu Foncha,Salatiel,James Onobiono,C,200,25,Il s'agit de Salatiel.,"cameroun,personnalites"
cmr-0551,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Mbengwi ?,Ouest,Sud,Nord-Ouest,Adamaoua,C,200,25,Mbengwi est situee dans la region : Nord-Ouest.,"cameroun,geographie,villes"
cmr-0552,Cameroun,cameroun,moyen,Dans quel domaine Mr Leo s'est-il ou s'est-elle illustre(e) ?,Le football,Le cinema,La mode,La musique,D,200,25,Mr Leo est connu(e) pour chanter On va gerer et melanger afropop et sonorites locales.,"cameroun,personnalites"
cmr-0553,Cameroun,cameroun,challenge,Quel est le chef-lieu du departement du Mayo-Rey ?,Tchollire,Mokolo,Sangmelima,Poli,A,300,30,"Tchollire est le chef-lieu du Mayo-Rey, dans la region : Nord.","cameroun,geographie,departements"
cmr-0554,Cameroun,cameroun,moyen,Quelle personnalite camerounaise est connue pour avoir inscrit le but victorieux de la CAN 2017 ?,Felix-Roland Moumie,Blanche Bailly,Vincent Aboubakar,Churchill Mambe,C,200,25,Il s'agit de Vincent Aboubakar.,"cameroun,personnalites"
cmr-0555,Cameroun,cameroun,moyen,Quelle ligne ferroviaire relie Douala au Nord du Cameroun ?,La ligne Bamenda-Bertoua,La ligne Douala-Ngaoundere (Transcamerounais),La ligne Buea-Yaounde,La ligne Kribi-Maroua,B,200,25,"Le Transcamerounais dessert Yaounde, Belabo et Ngaoundere.","cameroun,economie"
cmr-0556,Cameroun,cameroun,moyen,Quel fuseau horaire s'applique au Cameroun ?,UTC-2,UTC+0,UTC+3,UTC+1,D,200,25,Le Cameroun est a UTC+1 toute l'annee.,"cameroun,divers"
cmr-0557,Cameroun,cameroun,moyen,Quel registre camerounais enregistre officiellement les societes commerciales ?,Le registre foncier,Le cadastre,Le registre d'etat civil,Le Registre du Commerce et du Credit Mobilier (RCCM),D,200,25,Le RCCM est prevu par le droit OHADA.,"cameroun,economie"
cmr-0558,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour avoir cofonde Gifted Mom pour la sante maternelle ?,Ruben Um Nyobe,Francoise Ellong,Solomon Tandeng Muna,Alain Nteff,D,300,30,Il s'agit de Alain Nteff.,"cameroun,personnalites"
cmr-0559,Cameroun,cameroun,challenge,Quelle entreprise camerounaise correspond a cette description : la Societe Nationale d'Investissement ?,la SNI,le PAK,la SOSUCAM,la SABC,A,300,30,Il s'agit de la SNI.,"cameroun,economie,entreprises"
cmr-0560,Cameroun,cameroun,moyen,"Dans le langage populaire camerounais, que designe un mola ?","Un revendeur, souvent une commercante de vivres","La malchance, la poisse","Un ami, un frere (langage de la rue)",Un point de vente de credit telephonique dans la rue,C,200,25,"Un mola : un ami, un frere (langage de la rue).","cameroun,culture,expressions"
cmr-0561,Cameroun,cameroun,facile,"Dans le langage populaire camerounais, que designe un mbindi ?","Un revendeur, souvent une commercante de vivres",L'Europe ou l'etranger,"Un petit, un cadet ou un jeune",Un petit commercant qui vend au bord de la route,C,100,20,"Un mbindi : un petit, un cadet ou un jeune.","cameroun,culture,expressions"
cmr-0562,Cameroun,cameroun,moyen,Quelle personnalite camerounaise est connue pour avoir invente l'ecriture shu-mom et regne sur le royaume Bamoun ?,Clinton Njie,Marie-Jose Ta Lou,Mongo Beti,Le sultan Njoya,D,200,25,Il s'agit de Le sultan Njoya.,"cameroun,personnalites"
cmr-0563,Cameroun,cameroun,facile,Comment appelle-t-on l'ecole ou l'on passe le baccalaureat au Cameroun ?,Le lycee,Le centre de formation professionnelle uniquement,L'ecole maternelle,L'universite,A,100,20,Le baccalaureat se prepare au lycee.,"cameroun,culture-generale"
cmr-0564,Cameroun,cameroun,facile,Quelle universite camerounaise est situee dans la ville de Buea ?,L'Universite de Dschang,L'Universite de Ngaoundere,L'Universite de Douala,L'Universite de Buea,D,100,20,L'Universite de Buea est la premiere universite anglophone du pays.,"cameroun,culture"
cmr-0565,Cameroun,cameroun,challenge,Quelle entreprise camerounaise correspond a cette description : la Societe Immobiliere du Cameroun ?,la SIC,Nexttel,Bocom,la SABC,A,300,30,Il s'agit de la SIC.,"cameroun,economie,entreprises"
cmr-0566,Cameroun,cameroun,moyen,Le departement du Nkam appartient a quelle region ?,Littoral,Ouest,Nord,Centre,A,200,25,Le Nkam se situe dans la region : Littoral.,"cameroun,geographie,departements"
cmr-0567,Cameroun,cameroun,moyen,Dans quel domaine Alexandre Song s'est-il ou s'est-elle illustre(e) ?,Le football,La musique,Le cinema,La litterature,A,200,25,Alexandre Song est connu(e) pour avoir joue a Arsenal et au FC Barcelone.,"cameroun,personnalites"
cmr-0568,Cameroun,cameroun,moyen,Le departement du Boyo appartient a quelle region ?,Est,Sud-Ouest,Sud,Nord-Ouest,D,200,25,Le Boyo se situe dans la region : Nord-Ouest.,"cameroun,geographie,departements"
cmr-0569,Cameroun,cameroun,moyen,Dans quel secteur d'activite intervient la SABC ?,Le jeu video,Le textile,Le commerce en ligne,Les boissons,D,200,25,La SABC est le groupe des Brasseries du Cameroun.,"cameroun,economie,entreprises"
cmr-0570,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Melong ?,Littoral,Est,Sud,Nord-Ouest,A,200,25,Melong est situee dans la region : Littoral.,"cameroun,geographie,villes"
cmr-0571,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Belabo ?,Est,Sud,Nord-Ouest,Centre,A,200,25,Belabo est situee dans la region : Est.,"cameroun,geographie,villes"
cmr-0572,Cameroun,cameroun,moyen,Quel roman de Ferdinand Oyono raconte la vie d'un jeune domestique sous la colonisation ?,Les Impatientes,Trois pretendants un mari,Une vie de boy,Ville cruelle,C,200,25,Une vie de boy est un classique de la litterature africaine.,"cameroun,personnalites,sport,culture"
cmr-0573,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour avoir ete vice-president puis president de l'Assemblee nationale ?,Churchill Mambe,Solomon Tandeng Muna,Charles Atangana,Andre Onana,B,300,30,Il s'agit de Solomon Tandeng Muna.,"cameroun,personnalites"
cmr-0574,Cameroun,cameroun,moyen,Quelle date correspond a l'independance du Cameroun sous tutelle francaise ?,Le 1er octobre 1961,Le 20 mai 1972,Le 11 fevrier 1961,Le 1er janvier 1960,D,200,25,Le 1er janvier 1960 marque l'independance.,"cameroun,histoire"
cmr-0575,Cameroun,cameroun,moyen,Le departement du Fako appartient a quelle region ?,Extreme-Nord,Sud-Ouest,Ouest,Nord,B,200,25,Le Fako se situe dans la region : Sud-Ouest.,"cameroun,geographie,departements"
cmr-0576,Cameroun,cameroun,facile,Que designe le secteur informel au Cameroun ?,Les entreprises publiques,Les ONG internationales,Les societes cotees en bourse,L'ensemble des activites economiques non enregistrees officiellement,D,100,20,Le secteur informel represente une large part de l'emploi au Cameroun.,"cameroun,economie"
cmr-0577,Cameroun,cameroun,facile,Quelle association de solidarite financiere informelle est tres repandue au Cameroun ?,La mutuelle europeenne,Le fonds souverain,La bourse,La tontine,D,100,20,La tontine est un pilier de l'epargne communautaire camerounaise.,"cameroun,culture"
cmr-0578,Cameroun,cameroun,challenge,Quel etait le nom de l'Etat cree apres la reunification de 1961 ?,La Republique unie du Cameroun,Le Royaume du Cameroun,L'Union camerounaise,La Republique federale du Cameroun,D,300,30,La federation a dure jusqu'au referendum de 1972.,"cameroun,histoire"
cmr-0579,Cameroun,cameroun,facile,Quel est le point culminant du Cameroun ?,Le mont Cameroun,Le mont Oku,Le mont Manengouba,Les monts Mandara,A,100,20,Le mont Cameroun culmine a environ 4 095 metres.,"cameroun,geographie"
cmr-0580,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour avoir ecrit le poeme L'homme qui te ressemble ?,Alexandre Song,Lapiro de Mbanga,Rene Philombe,Calixthe Beyala,C,300,30,Il s'agit de Rene Philombe.,"cameroun,personnalites"
cmr-0581,Cameroun,cameroun,moyen,Dans quelle region du Cameroun les Bassa sont-ils principalement etablis ?,L'Est,Le Littoral,Le Sud-Ouest,Le Centre,B,200,25,Les Bassa vivent principalement dans cette region.,"cameroun,peuples,langues"
cmr-0582,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Batouri ?,Ouest,Nord-Ouest,Centre,Est,D,200,25,Batouri est situee dans la region : Est.,"cameroun,geographie,villes"
cmr-0583,Cameroun,cameroun,moyen,Dans quel secteur d'activite intervient la BICEC ?,La telephonie mobile,Le jeu video,La banque,Le transfert d'argent,C,200,25,La BICEC est une banque commerciale historique du Cameroun.,"cameroun,economie,entreprises"
cmr-0584,Cameroun,cameroun,facile,La ville de Bamenda est le chef-lieu de quelle region du Cameroun ?,Est,Nord,Centre,Nord-Ouest,D,100,20,Bamenda est le chef-lieu de la region : Nord-Ouest.,"cameroun,geographie,regions"
cmr-0585,Cameroun,cameroun,challenge,Dans quel domaine Ekambi Brillant s'est-il ou s'est-elle illustre(e) ?,La litterature,La technologie,La musique,La lutte contre la colonisation,C,300,30,Ekambi Brillant est connu(e) pour etre une figure historique du makossa.,"cameroun,personnalites"
cmr-0586,Cameroun,cameroun,challenge,De quelle region du Cameroun le nnam owondo est-il originaire ou le plus consomme ?,L'Extreme-Nord,Le Sud,Le Littoral,Le Sud-Ouest,B,300,30,Le nnam owondo est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0587,Cameroun,cameroun,moyen,De quelle region du Cameroun l'okok est-il originaire ou le plus consomme ?,Le Centre,L'Extreme-Nord,Le Nord,Le Sud,D,200,25,L'okok est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0588,Cameroun,cameroun,facile,Dans quelle partie du Cameroun le manioc est-il ou est-elle principalement cultive(e) ?,Le Littoral et le Sud-Ouest,Le Sud et l'Est,L'Adamaoua,Le Grand Nord,B,100,20,"Pour le manioc : il sert a preparer bobolo, gari et miondo.","cameroun,economie,agriculture"
cmr-0589,Cameroun,cameroun,moyen,Dans quel domaine Locko s'est-il ou s'est-elle illustre(e) ?,La politique,La musique,La technologie,La mode,B,200,25,Locko est connu(e) pour avoir popularise la chanson Margo.,"cameroun,personnalites"
cmr-0590,Cameroun,cameroun,facile,Combien de langues officielles le Cameroun possede-t-il ?,Une,Deux,Trois,Cinq,B,100,20,Le francais et l'anglais.,"cameroun,culture-generale"
cmr-0591,Cameroun,cameroun,moyen,Quelle organisation regionale a son secretariat permanent a Yaounde et harmonise le droit des affaires ?,La CEDEAO,La SADC,L'UEMOA,L'OHADA,D,200,25,Le Secretariat permanent de l'OHADA est bien base a Yaounde.,"cameroun,institutions,symboles"
