id,category,category_slug,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,points,time_limit,explanation,tags
mix-0470,Challenge Mixte,mixte,challenge,Quel est le chef-lieu du departement du Mbere ?,Douala,Bafoussam,Meiganga,Guider,C,300,30,"Meiganga est le chef-lieu du Mbere, dans la region : Adamaoua.","mixte,cameroun,geographie,departements"
mix-0471,Challenge Mixte,mixte,moyen,"Quel terme correspond a cette definition : Un logiciel dont le code peut etre utilise, modifie et partage librement ?",un logiciel libre,une facture electronique,un hashtag,le no-code,A,200,25,Il s'agit d'un logiciel libre.,"mixte,innovation,glossaire"
mix-0472,Challenge Mixte,mixte,challenge,Le chiffre d'affaires est passe de 2 000 000 FCFA a 2 600 000 FCFA en un an. Quel est le taux de croissance ?,70 %,30 %,15 %,60 %,B,300,30,Croissance = (nouveau - ancien) / ancien x 100 = 30 %.,"mixte,entrepreneuriat,calcul,indicateurs"
mix-0473,Challenge Mixte,mixte,moyen,De quelle ville camerounaise le club de football Fovu Club est-il originaire ?,Baham,Mbouda,Ngoumou,Garoua,A,200,25,"Fovu Club est base a Baham, dans la region : L'Ouest.","mixte,cameroun,sport"
mix-0474,Challenge Mixte,mixte,challenge,A quel besoin repond principalement cette solution : L'analyse du parcours utilisateur ?,Proteger les acces des employes aux outils de l'entreprise,Comprendre pourquoi les visiteurs quittent un site sans acheter,Eviter de ressaisir les factures a la main,Encaisser un client qui n'a pas d'argent liquide,B,300,30,L'analyse du parcours utilisateur sert notamment a comprendre pourquoi les visiteurs quittent un site sans acheter.,"mixte,innovation,usages"
mix-0475,Challenge Mixte,mixte,facile,La ville de Bamenda est le chef-lieu de quelle region du Cameroun ?,Est,Nord,Centre,Nord-Ouest,D,100,20,Bamenda est le chef-lieu de la region : Nord-Ouest.,"mixte,cameroun,geographie,regions"
mix-0476,Challenge Mixte,mixte,challenge,Dans quel secteur d'activite intervient la MAGZI ?,Le transport ferroviaire,Les zones industrielles,La distribution de carburants,Le coton,B,300,30,La MAGZI est la mission d'amenagement des zones industrielles.,"mixte,cameroun,economie,entreprises"
mix-0477,Challenge Mixte,mixte,challenge,"En entrepreneuriat, que designe un fournisseur strategique ?",L'ensemble des etapes qui menent des matieres premieres au client,Le fait d'associer les employes au capital de l'entreprise,Une personne qui cree une activite pour resoudre un probleme social,Un fournisseur dont depend fortement la continuite de l'activite,D,300,30,Un fournisseur strategique : un fournisseur dont depend fortement la continuite de l'activite.,"mixte,entrepreneuriat,glossaire"
mix-0478,Challenge Mixte,mixte,moyen,Quel est le principal benefice de cette demarche : resumer un long document en quelques points ?,Augmenter le panier moyen,Rassurer le client et augmenter les reservations,Gagner du temps de lecture,Reduire les rendez-vous manques,C,200,25,Le gain principal : gagner du temps de lecture.,"mixte,innovation,usages"
mix-0479,Challenge Mixte,mixte,moyen,Dans quel secteur d'activite intervient Kiro'o Games ?,La banque,Le transport aerien,L'electricite,Le jeu video,D,200,25,Kiro'o Games est le studio camerounais createur d'Aurion.,"mixte,cameroun,economie,entreprises"
mix-0480,Challenge Mixte,mixte,facile,Comment appelle-t-on ceci : Une somme avancee par une banque et remboursee avec interets ?,un entrepreneur,un pret bancaire,un fournisseur strategique,un CRM,B,100,20,Il s'agit d'un pret bancaire.,"mixte,entrepreneuriat,glossaire"
mix-0481,Challenge Mixte,mixte,moyen,"En entrepreneuriat, que designe la productivite ?",Le rapport entre ce qui est produit et les moyens utilises,La facon dont l'entreprise cree de la valeur et gagne de l'argent,Une approche qui attire le client par du contenu utile plutot que par la publicite,"Une societe a responsabilite limitee, tres utilisee par les PME",A,200,25,La productivite : le rapport entre ce qui est produit et les moyens utilises.,"mixte,entrepreneuriat,glossaire"
mix-0482,Challenge Mixte,mixte,moyen,Quel terme correspond a cette definition : La capacite d'un programme a s'ameliorer a partir d'exemples ?,un partage,l'apprentissage automatique,la sobriete numerique,le referencement,B,200,25,Il s'agit de l'apprentissage automatique.,"mixte,innovation,glossaire"
mix-0483,Challenge Mixte,mixte,moyen,Quelle est l'activite principale de M-Pesa ?,Le developpement de jeux video,Les terminaux de paiement pour petits commerces,Les paiements en ligne pour commercants,Le transfert d'argent par telephone,D,200,25,M-Pesa : le transfert d'argent par telephone (le Kenya).,"mixte,innovation,afrique"
mix-0484,Challenge Mixte,mixte,challenge,Un entrepreneur investit 750 000 FCFA et obtient un gain net de 225 000 FCFA. Quel est le retour sur investissement ?,15 %,130 %,30 %,333.3 %,C,300,30,ROI = gain / investissement x 100 = 30 %.,"mixte,entrepreneuriat,calcul,investissement"
mix-0485,Challenge Mixte,mixte,facile,Quel outil numerique permet de : Editer et suivre les factures clients ?,un logiciel de facturation,un logiciel de comptabilite,une plateforme de formation en ligne,un traitement de texte,A,100,20,Il s'agit d'un logiciel de facturation.,"mixte,innovation,outils"
mix-0486,Challenge Mixte,mixte,moyen,Dans quel domaine Stanley Enow s'est-il ou s'est-elle illustre(e) ?,La mode,Le football,La litterature,La musique,D,200,25,Stanley Enow est connu(e) pour avoir lance le hip-hop camerounais a l'international avec Hein Pere.,"mixte,cameroun,personnalites"
mix-0487,Challenge Mixte,mixte,challenge,Quel terme correspond a cette definition : Le fait d'etiqueter des donnees pour apprendre a une IA a les reconnaitre ?,l'hebergement web,un biais algorithmique,l'historique de navigation,l'annotation de donnees,D,300,30,Il s'agit de l'annotation de donnees.,"mixte,innovation,glossaire"
mix-0488,Challenge Mixte,mixte,moyen,Quelle situation justifie cette bonne pratique : Verifier la demande par un autre canal avant tout paiement ?,Votre boutique en ligne stocke les mots de passe clients en clair,Vous utilisez le meme mot de passe pour tous vos comptes,Un collaborateur telecharge des logiciels piratés sur l'ordinateur de l'entreprise,Un message urgent du dirigeant demande un virement immediat sans verification,D,200,25,Cette pratique repond au cas suivant : un message urgent du dirigeant demande un virement immediat sans verification.,"mixte,innovation,cybersecurite"
mix-0489,Challenge Mixte,mixte,moyen,Que designe la marque camerounaise Mutzig ?,Une pate a tartiner,Une biere,Une boisson maltee sans alcool,Une eau minerale,B,200,25,Mutzig : elle est brassee au Cameroun sous licence.,"mixte,cameroun,marques"
mix-0490,Challenge Mixte,mixte,moyen,Quelle entreprise Sam Altman a-t-il ou a-t-elle fondee ou dirigee ?,OpenAI,Tesla,AppsTech,Chanel,A,200,25,"Sam Altman : OpenAI - secteur l'intelligence artificielle, les Etats-Unis.","mixte,entrepreneuriat,figures"
mix-0491,Challenge Mixte,mixte,moyen,Quelle affirmation est exacte a propos de la banane d'exportation au Cameroun ?,"En resume, il beneficie d'une indication geographique protegee","En resume, il sert a preparer bobolo, gari et miondo","En resume, elle est cultivee autour du Moungo et du Fako","En resume, il pousse sur les hautes terres",C,200,25,Pour la banane d'exportation : elle est cultivee autour du Moungo et du Fako.,"mixte,cameroun,economie,agriculture"
mix-0492,Challenge Mixte,mixte,challenge,Une activite supporte 200 000 FCFA de charges fixes par mois. Chaque produit se vend 1 000 FCFA et coute 600 FCFA a produire. Combien faut-il en vendre pour atteindre le seuil de rentabilite ?,525 unites,333 unites,750 unites,500 unites,D,300,30,Seuil = charges fixes / marge sur cout variable = 200 000 FCFA / 400 FCFA = 500 unites.,"mixte,entrepreneuriat,calcul,seuil-rentabilite"
mix-0493,Challenge Mixte,mixte,moyen,Quel lac camerounais a connu une catastrophe gazeuse meurtriere en 1986 ?,Le lac Monoun,Le lac Barombi Mbo,Le lac Nyos,Le lac Ossa,C,200,25,L'eruption limnique du lac Nyos a fait environ 1 700 morts.,"mixte,cameroun,geographie"
mix-0494,Challenge Mixte,mixte,moyen,Quel terme correspond a cette definition : Un ensemble structure de donnees utilise pour analyser ou entrainer un modele ?,un profil en ligne,un jeu de donnees,le chiffrement,un tableur,B,200,25,Il s'agit d'un jeu de donnees.,"mixte,innovation,glossaire"
mix-0495,Challenge Mixte,mixte,challenge,"En entrepreneuriat, que designe un commissaire aux comptes ?",Un professionnel qui certifie la regularite des comptes annuels,La part du benefice versee aux associes ou actionnaires,Une depense durable destinee a produire des revenus futurs,La vente de l'entreprise a un repreneur,A,300,30,Un commissaire aux comptes : un professionnel qui certifie la regularite des comptes annuels.,"mixte,entrepreneuriat,glossaire"
mix-0496,Challenge Mixte,mixte,facile,Que signifie le sigle SA dans le monde de l'entreprise ?,Etablissement de Microfinance,Produit Interieur Brut,Societe Anonyme,Chiffre d'Affaires,C,100,20,SA : Societe Anonyme.,"mixte,entrepreneuriat,sigles"
mix-0497,Challenge Mixte,mixte,moyen,"En entrepreneuriat, que designe un lead ?",Une approche qui attire le client par du contenu utile plutot que par la publicite,Un contact commercial identifie et potentiellement interesse,Une personne qui cree une activite pour resoudre un probleme social,L'operation par laquelle une entreprise obtient des capitaux d'investisseurs,B,200,25,Un lead : un contact commercial identifie et potentiellement interesse.,"mixte,entrepreneuriat,glossaire"
mix-0498,Challenge Mixte,mixte,facile,"Dans le monde numerique, que designe la geolocalisation ?",Un robot qui repond aux questions frequentes des clients,Un site qui met en relation de nombreux vendeurs et acheteurs,La determination de la position geographique d'un appareil,Un groupe de personnes reunies autour d'un interet commun sur internet,C,100,20,La geolocalisation : la determination de la position geographique d'un appareil.,"mixte,innovation,glossaire"
mix-0499,Challenge Mixte,mixte,facile,A quoi sert principalement un logiciel de presentation ?,"Obtenir de l'aide pour rediger, resumer ou expliquer",Suivre l'avancement du travail d'une equipe,Creer des diaporamas pour presenter un projet,Coordonner les rendez-vous d'une equipe,C,100,20,Un logiciel de presentation sert a : creer des diaporamas pour presenter un projet.,"mixte,innovation,outils"
mix-0500,Challenge Mixte,mixte,facile,"Dans le monde numerique, que designe un chatbot ?",Un programme qui dialogue automatiquement avec les utilisateurs,Le numero qui identifie un appareil connecte a un reseau,Le plan des evolutions prevues pour un service numerique,La possibilite d'utiliser un service sans connexion internet,A,100,20,Un chatbot : un programme qui dialogue automatiquement avec les utilisateurs.,"mixte,innovation,glossaire"
mix-0501,Challenge Mixte,mixte,facile,Quelle boisson chaude est produite dans les hautes terres de l'Ouest camerounais ?,Le sirop d'erable,Le cafe,Le the vert japonais,Le mate,B,100,20,L'arabica est cultive sur les hautes terres.,"mixte,cameroun,culture-generale"
mix-0502,Challenge Mixte,mixte,moyen,Quel professionnel du numerique a pour mission de : Proteger les systemes et les donnees contre les attaques ?,un chef de projet numerique,un graphiste numerique,un community manager,un expert en cybersecurite,D,200,25,Il s'agit d'un expert en cybersecurite.,"mixte,innovation,metiers"
mix-0503,Challenge Mixte,mixte,moyen,De quel pays Ingvar Kamprad est-il ou est-elle originaire ?,la Tunisie,l'Ethiopie,la Suede,le Soudan,C,200,25,Ingvar Kamprad est originaire de ce pays : la Suede.,"mixte,entrepreneuriat,figures"
mix-0504,Challenge Mixte,mixte,moyen,De quel pays Arthur Zang est-il ou est-elle originaire ?,le Cameroun,la Tunisie,la Suede,la Chine,A,200,25,Arthur Zang est originaire de ce pays : le Cameroun.,"mixte,entrepreneuriat,figures"
mix-0505,Challenge Mixte,mixte,facile,Un client vous demande une prestation que vous ne maitrisez pas. Quelle reponse est la plus professionnelle ?,Facturer sans livrer,Accepter et improviser,Etre honnete et proposer un partenaire competent ou un delai d'apprentissage realiste,Promettre puis disparaitre,C,100,20,L'honnetete preserve la relation et la reputation.,"mixte,entrepreneuriat,mise-en-situation"
mix-0506,Challenge Mixte,mixte,moyen,Dans quelle region du Cameroun se trouve la ville de Yabassi ?,Sud,Adamaoua,Littoral,Est,C,200,25,Yabassi est situee dans la region : Littoral.,"mixte,cameroun,geographie,villes"
mix-0507,Challenge Mixte,mixte,moyen,Quelle entreprise camerounaise correspond a cette description : le troisieme operateur mobile du pays ?,Fokou,MTN Cameroon,Nexttel,le PAD,C,200,25,Il s'agit de Nexttel.,"mixte,cameroun,economie,entreprises"
mix-0508,Challenge Mixte,mixte,moyen,Votre entreprise vend bien mais vous travaillez 15 heures par jour sans progresser. Quel diagnostic ?,Il faut arreter de vendre,Il faut licencier tout le monde,Votre modele repose trop sur vous : il faut organiser et deleguer,Il faut travailler 20 heures par jour,C,200,25,Un modele non delegable ne passe pas a l'echelle.,"mixte,entrepreneuriat,mise-en-situation"
mix-0509,Challenge Mixte,mixte,facile,De quelle region du Cameroun le soya est-il originaire ou le plus consomme ?,Le Sud,Le Littoral,L'Est,Le Nord,D,100,20,Le soya est surtout associe a cette region.,"mixte,cameroun,gastronomie"
mix-0510,Challenge Mixte,mixte,challenge,Quel est le chef-lieu du departement du Mayo-Tsanaga ?,Akonolinga,Kribi,Mokolo,Yokadouma,C,300,30,"Mokolo est le chef-lieu du Mayo-Tsanaga, dans la region : Extreme-Nord.","mixte,cameroun,geographie,departements"
mix-0511,Challenge Mixte,mixte,facile,Quel terme correspond a cette definition : Un message non sollicite envoye en masse ?,un pixel de suivi,le spam,l'intelligence artificielle,une feuille de route produit,B,100,20,Il s'agit du spam.,"mixte,innovation,glossaire"
mix-0512,Challenge Mixte,mixte,challenge,Une activite supporte 240 000 FCFA de charges fixes par mois. Chaque produit se vend 1 200 FCFA et coute 800 FCFA a produire. Combien faut-il en vendre pour atteindre le seuil de rentabilite ?,625 unites,300 unites,900 unites,600 unites,D,300,30,Seuil = charges fixes / marge sur cout variable = 240 000 FCFA / 400 FCFA = 600 unites.,"mixte,entrepreneuriat,calcul,seuil-rentabilite"
mix-0513,Challenge Mixte,mixte,facile,Quelle situation justifie cette bonne pratique : Refuser de communiquer le code et raccrocher ?,Votre logiciel affiche depuis des mois un message de mise a jour,Vous jetez un ancien ordinateur sans effacer son disque,Un inconnu vous appelle en se disant technicien et demande un code recu par SMS,Votre boutique en ligne stocke les mots de passe clients en clair,C,100,20,Cette pratique repond au cas suivant : un inconnu vous appelle en se disant technicien et demande un code recu par SMS.,"mixte,innovation,cybersecurite"
mix-0514,Challenge Mixte,mixte,facile,Quel moyen de transport relie Douala a Ngaoundere ?,Le train,Le teleferique,Le tramway,Le metro,A,100,20,Le Transcamerounais relie Douala au Nord.,"mixte,cameroun,culture-generale"
mix-0515,Challenge Mixte,mixte,moyen,Que doit contenir au minimum une facture commerciale ?,Uniquement le montant,Uniquement le nom du vendeur,Uniquement la date,"L'identite des parties, la description, les quantites, les prix et la date",D,200,25,Une facture incomplete n'a pas de valeur probante.,"mixte,entrepreneuriat,juridique"
mix-0516,Challenge Mixte,mixte,challenge,De quel pays Olugbenga Agboola est-il ou est-elle originaire ?,le Congo,le Nigeria,la Suede,l'Ethiopie,B,300,30,Olugbenga Agboola est originaire de ce pays : le Nigeria.,"mixte,entrepreneuriat,figures"
mix-0517,Challenge Mixte,mixte,moyen,Comment qualifie-t-on cette charge : le carburant utilise pour chaque livraison ?,Un produit d'exploitation,Une charge variable,Une charge fixe,Un actif immobilise,B,200,25,Le carburant utilise pour chaque livraison est une charge variable.,"mixte,entrepreneuriat,couts"
mix-0518,Challenge Mixte,mixte,moyen,Comment appelle-t-on ceci : Le principe selon lequel l'associe ne perd que ses apports ?,la dilution,l'import,un salon professionnel,la responsabilite limitee,D,200,25,Il s'agit de la responsabilite limitee.,"mixte,entrepreneuriat,glossaire"
mix-0519,Challenge Mixte,mixte,moyen,Quel outil numerique permet de : Enregistrer les operations financieres de l'entreprise ?,un antivirus,un VPN,un logiciel de comptabilite,un outil no-code,C,200,25,Il s'agit d'un logiciel de comptabilite.,"mixte,innovation,outils"
mix-0520,Challenge Mixte,mixte,moyen,De quelle region du Cameroun le matango est-il originaire ou le plus consomme ?,L'Est,Le Sud,Le Littoral,L'Ouest,C,200,25,Le matango est surtout associe a cette region.,"mixte,cameroun,gastronomie"
mix-0521,Challenge Mixte,mixte,moyen,Qu'est-ce qu'un business angel ?,Un inspecteur des impots,Un salarie de banque,Un fournisseur exclusif,Un particulier qui investit son propre argent dans une jeune entreprise,D,200,25,Le business angel apporte capital et reseau.,"mixte,entrepreneuriat,financement"
mix-0522,Challenge Mixte,mixte,moyen,Dans quel secteur d'activite intervient ALUCAM ?,Les zones industrielles,Les eaux minerales,L'agroalimentaire,L'aluminium,D,200,25,ALUCAM est l'usine d'aluminium d'Edea.,"mixte,cameroun,economie,entreprises"
mix-0523,Challenge Mixte,mixte,moyen,"En entrepreneuriat, que designe une subvention ?",Le signe distinctif qui identifie les produits d'une entreprise,Un prelevement obligatoire verse a l'Etat,Une aide financiere qui n'a pas a etre remboursee,Une charge qui ne varie pas avec le volume d'activite,C,200,25,Une subvention : une aide financiere qui n'a pas a etre remboursee.,"mixte,entrepreneuriat,glossaire"
mix-0524,Challenge Mixte,mixte,challenge,En quelle annee la presqu'ile de Bakassi a-t-elle ete officiellement retrocedee au Cameroun ?,1998,2012,2008,2002,C,300,30,La retrocession effective a eu lieu le 14 aout 2008.,"mixte,cameroun,geographie"
mix-0525,Challenge Mixte,mixte,facile,Dans quel secteur d'activite intervient CAMWATER ?,L'agroalimentaire,La telephonie mobile,L'eau potable,Les zones industrielles,C,100,20,CAMWATER est la societe publique de production et distribution d'eau.,"mixte,cameroun,economie,entreprises"
mix-0526,Challenge Mixte,mixte,moyen,Le departement du Mbere appartient a quelle region ?,Nord,Extreme-Nord,Sud-Ouest,Adamaoua,D,200,25,Le Mbere se situe dans la region : Adamaoua.,"mixte,cameroun,geographie,departements"
mix-0527,Challenge Mixte,mixte,moyen,"En entrepreneuriat, que designe une proposition de valeur ?",Un accord qui organise les relations entre associes au-dela des statuts,La promesse claire de ce que le produit apporte au client,Un compte dedie a l'activite de l'entreprise,L'organisation des priorites pour utiliser efficacement ses journees,B,200,25,Une proposition de valeur : la promesse claire de ce que le produit apporte au client.,"mixte,entrepreneuriat,glossaire"
mix-0528,Challenge Mixte,mixte,moyen,"Dans le monde numerique, que designe l'accessibilite numerique ?",La conception de services utilisables aussi par les personnes en situation de handicap,La capacite de stockage disponible sur un appareil,Le code qui permet de retrouver une operation de paiement,La personne qui se sert d'un produit ou d'un service numerique,A,200,25,L'accessibilite numerique : la conception de services utilisables aussi par les personnes en situation de handicap.,"mixte,innovation,glossaire"
mix-0529,Challenge Mixte,mixte,facile,Quel terme correspond a cette definition : Une information enregistree qui peut etre traitee par un ordinateur ?,une donnee,l'accessibilite numerique,l'innovation incrementale,un faux profil,A,100,20,Il s'agit d'une donnee.,"mixte,innovation,glossaire"
mix-0530,Challenge Mixte,mixte,moyen,Le departement du Sanaga-Maritime appartient a quelle region ?,Adamaoua,Sud-Ouest,Littoral,Ouest,C,200,25,Le Sanaga-Maritime se situe dans la region : Littoral.,"mixte,cameroun,geographie,departements"
mix-0531,Challenge Mixte,mixte,moyen,Comment qualifie-t-on cette charge : l'amortissement d'une machine ?,Une charge fixe,Un actif immobilise,Un produit d'exploitation,Une charge variable,A,200,25,L'amortissement d'une machine est une charge fixe.,"mixte,entrepreneuriat,couts"
mix-0532,Challenge Mixte,mixte,facile,Quel terme correspond a cette definition : Un service permettant d'envoyer et de recevoir de l'argent depuis un telephone ?,la classification automatique,une place de marche en ligne,le mobile money,un tableau de bord numerique,C,100,20,Il s'agit du mobile money.,"mixte,innovation,glossaire"
mix-0533,Challenge Mixte,mixte,facile,Quel est le principal benefice de cette demarche : repondre automatiquement aux questions frequentes des clients ?,Produire des visuels corrects a faible cout,Reduire les couts et le temps de formation,Repondre plus vite et a toute heure,Reduire fortement le risque de fraude,C,100,20,Le gain principal : repondre plus vite et a toute heure.,"mixte,innovation,usages"
mix-0534,Challenge Mixte,mixte,moyen,Dans quelle partie du Cameroun l'arachide est-il ou est-elle principalement cultive(e) ?,L'Adamaoua,Le Grand Nord,L'Ouest et le Nord-Ouest,Le Sud et l'Est,B,200,25,Pour l'arachide : elle entre dans la preparation du ndole et des sauces.,"mixte,cameroun,economie,agriculture"
mix-0535,Challenge Mixte,mixte,moyen,Quelle ligne ferroviaire relie Douala au Nord du Cameroun ?,La ligne Bamenda-Bertoua,La ligne Douala-Ngaoundere (Transcamerounais),La ligne Buea-Yaounde,La ligne Kribi-Maroua,B,200,25,"Le Transcamerounais dessert Yaounde, Belabo et Ngaoundere.","mixte,cameroun,economie"
mix-0536,Challenge Mixte,mixte,challenge,Quel est le chef-lieu du departement du Lom-et-Djerem ?,Abong-Mbang,Tignere,Bertoua,Akonolinga,C,300,30,"Bertoua est le chef-lieu du Lom-et-Djerem, dans la region : Est.","mixte,cameroun,geographie,departements"
mix-0537,Challenge Mixte,mixte,moyen,Quel terme correspond a cette definition : L'estimation d'une valeur future a partir de donnees passees ?,une publication,un nom de domaine,la prediction,un profil utilisateur,C,200,25,Il s'agit de la prediction.,"mixte,innovation,glossaire"
mix-0538,Challenge Mixte,mixte,moyen,Vous devez fixer le prix d'un nouveau produit. Quelle base est la plus solide ?,Le prix le plus bas possible,Un chiffre choisi au hasard,Uniquement l'avis de votre cousin,"Le cout de revient, le prix du marche et la valeur percue par le client",D,200,25,"Le prix combine couts, concurrence et valeur percue.","mixte,entrepreneuriat,mise-en-situation"
mix-0539,Challenge Mixte,mixte,challenge,Quel terme correspond a cette definition : Une innovation qui obtient un resultat utile avec des moyens tres limites ?,un code QR,un panier d'achat,un site frauduleux,l'innovation frugale,D,300,30,Il s'agit de l'innovation frugale.,"mixte,innovation,glossaire"
mix-0540,Challenge Mixte,mixte,moyen,Dans quelle partie du Cameroun la banane d'exportation est-il ou est-elle principalement cultive(e) ?,L'Ouest et le Nord-Ouest,Le Littoral et le Sud-Ouest,L'Adamaoua,Le Centre,B,200,25,Pour la banane d'exportation : elle est cultivee autour du Moungo et du Fako.,"mixte,cameroun,economie,agriculture"
mix-0541,Challenge Mixte,mixte,challenge,Une entreprise veut utiliser l'IA pour trier des candidatures. Quel risque doit-elle anticiper ?,Le risque de biais reproduisant des discriminations passees,Le risque de recruter trop vite,Aucun risque particulier,Le risque d'avoir trop de candidats,A,300,30,Les biais algorithmiques sont un enjeu majeur en recrutement.,"mixte,innovation,mise-en-situation"
mix-0542,Challenge Mixte,mixte,moyen,Quelle ville du Sud-Ouest est connue pour ses plages de sable noir volcanique ?,Kribi,Douala,Campo,Limbe,D,200,25,Le sable noir de Limbe vient des coulees du mont Cameroun.,"mixte,cameroun,geographie"
mix-0543,Challenge Mixte,mixte,facile,Quel est le principal benefice de cette demarche : vendre a des clients situes dans une autre ville ?,Produire des visuels corrects a faible cout,Repondre plus vite et a toute heure,Elargir la zone de chalandise sans nouveau local,Mieux dimensionner les achats et les stocks,C,100,20,Le gain principal : elargir la zone de chalandise sans nouveau local.,"mixte,innovation,usages"
mix-0544,Challenge Mixte,mixte,facile,Une petite entreprise veut repondre a un client anglophone quand on ne parle pas anglais. Quelle solution numerique est la plus adaptee ?,Un tableau de bord de suivi des ventes,La geolocalisation via une application,Un outil de traduction automatique,Une boutique en ligne,C,100,20,"Pour repondre a un client anglophone quand on ne parle pas anglais, un outil de traduction automatique est la reponse la plus directe.","mixte,innovation,usages"
mix-0545,Challenge Mixte,mixte,moyen,"Dans le langage populaire camerounais, que designe le mbeng ?","Un ami, un frere (langage de la rue)",Un patron ou un homme respecte,L'Europe ou l'etranger,"L'intimidation, le fait de faire peur",C,200,25,Le mbeng : l'europe ou l'etranger.,"mixte,cameroun,culture,expressions"
mix-0546,Challenge Mixte,mixte,facile,Quelle personnalite camerounaise est connue pour avoir remporte quatre fois le Ballon d'or africain avant de presider la FECAFOOT ?,Samuel Eto'o,Tala Andre Marie,Marc-Vivien Foe,Arthur Zang,A,100,20,Il s'agit de Samuel Eto'o.,"mixte,cameroun,personnalites"
mix-0547,Challenge Mixte,mixte,facile,Que signifie l'expression portugaise Rio dos Camaroes a l'origine du nom Cameroun ?,La baie des palmiers,La riviere des crevettes,Le fleuve des lions,Le port des epices,B,100,20,Les Portugais avaient trouve le Wouri rempli de crevettes.,"mixte,cameroun,histoire"
mix-0548,Challenge Mixte,mixte,moyen,Quelle entreprise camerounaise correspond a cette description : un brasseur installe a Douala ?,Guinness Cameroun,la SNI,Jumia Cameroun,Afriland First Bank,A,200,25,Il s'agit de Guinness Cameroun.,"mixte,cameroun,economie,entreprises"
mix-0549,Challenge Mixte,mixte,moyen,Comment appelle-t-on ceci : Le document par lequel un client confirme sa commande ?,une immobilisation,un tableau de bord,un bon de commande,le taux de conversion,C,200,25,Il s'agit d'un bon de commande.,"mixte,entrepreneuriat,glossaire"
mix-0550,Challenge Mixte,mixte,moyen,Comment appelle-t-on ceci : L'operation par laquelle une entreprise obtient des capitaux d'investisseurs ?,un plan de croissance,un cout fixe,la levee de fonds,l'import,C,200,25,Il s'agit de la levee de fonds.,"mixte,entrepreneuriat,glossaire"
mix-0551,Challenge Mixte,mixte,moyen,Dans quel secteur d'activite Alibaba s'est-elle developpee ?,Le streaming musical,Les dispositifs medicaux,Le commerce en ligne,L'education,C,200,25,Alibaba intervient dans : le commerce en ligne.,"mixte,entrepreneuriat,figures"
mix-0552,Challenge Mixte,mixte,facile,De quel pays Elon Musk est-il ou est-elle originaire ?,l'Ethiopie,la France,la Tunisie,les Etats-Unis,D,100,20,Elon Musk est originaire de ce pays : les Etats-Unis.,"mixte,entrepreneuriat,figures"
mix-0553,Challenge Mixte,mixte,facile,"Dans le monde numerique, que designe la vie privee numerique ?",Un dispositif qui ecarte automatiquement les messages indesirables,L'espace qui rassemble les produits selectionnes avant le paiement,L'identification d'une personne par une caracteristique physique unique,La protection des informations personnelles dans les usages en ligne,D,100,20,La vie privee numerique : la protection des informations personnelles dans les usages en ligne.,"mixte,innovation,glossaire"
mix-0554,Challenge Mixte,mixte,moyen,Comment appelle-t-on ceci : Le rapport entre le gain obtenu et la somme investie ?,le fonds de roulement,un indicateur de satisfaction,le retour sur investissement,un incoterm,C,200,25,Il s'agit du retour sur investissement.,"mixte,entrepreneuriat,glossaire"
mix-0555,Challenge Mixte,mixte,moyen,Un investisseur vous demande vos chiffres. Vous n'avez aucune comptabilite. Quelle consequence probable ?,Il investira davantage par curiosite,Il perdra confiance et hesitera a financer votre projet,Il vous versera automatiquement une subvention,Cela n'a aucune importance,B,200,25,Des comptes clairs sont indispensables pour lever des fonds.,"mixte,entrepreneuriat,mise-en-situation"
mix-0556,Challenge Mixte,mixte,challenge,Comment appelle-t-on ceci : Le financement par des fonds qui prennent des parts dans des entreprises a fort potentiel ?,la marge commerciale,le capital-risque,la rotation des stocks,une garantie,B,300,30,Il s'agit du capital-risque.,"mixte,entrepreneuriat,glossaire"
mix-0557,Challenge Mixte,mixte,facile,"Dans le langage populaire camerounais, que designe le tchop ?",Un vehicule de transport en commun surcharge,"S'etonner, etre surpris","La nourriture, le fait de manger",Un patron ou un homme respecte,C,100,20,"Le tchop : la nourriture, le fait de manger.","mixte,cameroun,culture,expressions"
mix-0558,Challenge Mixte,mixte,facile,"En entrepreneuriat, que designe un apport personnel ?",Une maquette fonctionnelle realisee avant la production en serie,Un acteur externe indispensable au fonctionnement du modele economique,La part d'argent que l'entrepreneur met lui-meme dans son projet,La constatation comptable de la perte de valeur d'un bien dans le temps,C,100,20,Un apport personnel : la part d'argent que l'entrepreneur met lui-meme dans son projet.,"mixte,entrepreneuriat,glossaire"
mix-0559,Challenge Mixte,mixte,facile,"En entrepreneuriat, que designe un investissement ?",Ce que l'entreprise doit,Un developpement qui repond aux besoins presents sans compromettre l'avenir,Un ensemble coordonne d'actions de communication payantes,Une depense durable destinee a produire des revenus futurs,D,100,20,Un investissement : une depense durable destinee a produire des revenus futurs.,"mixte,entrepreneuriat,glossaire"
mix-0560,Challenge Mixte,mixte,moyen,Quelle organisation patronale represente les entreprises camerounaises ?,La FIFA,Le GICAM,La CGT,L'OIT,B,200,25,Le Groupement Inter-patronal du Cameroun.,"mixte,entrepreneuriat,cameroun"
